,book_id,RGB1,HSV1,RGB2,HSV2,RGB3,HSV3
12438,6604794,"(202, 215, 225)","(103, 26, 225)","(90, 31, 56)","(167, 167, 90)","(19, 134, 178)","(98, 228, 178)"
12439,5821978,"(252, 251, 248)","(23, 4, 252)","(218, 158, 115)","(13, 120, 218)","(136, 86, 49)","(13, 163, 136)"
12440,29093326,"(61, 62, 91)","(119, 84, 91)","(234, 222, 224)","(175, 13, 234)","(151, 139, 157)","(140, 29, 157)"
12441,25337536,"(241, 241, 240)","(30, 1, 241)","(30, 30, 28)","(30, 17, 30)","(138, 138, 110)","(30, 52, 138)"
12442,17838528,"(173, 163, 124)","(24, 72, 173)","(226, 229, 221)","(41, 9, 229)","(51, 81, 92)","(98, 114, 92)"
12443,25663637,"(235, 230, 225)","(15, 11, 235)","(93, 145, 142)","(88, 91, 145)","(27, 26, 25)","(15, 19, 27)"
12444,8492825,"(186, 189, 187)","(70, 4, 189)","(111, 123, 125)","(94, 29, 125)","(36, 39, 37)","(70, 20, 39)"
12445,22918050,"(189, 185, 193)","(135, 11, 193)","(133, 129, 140)","(131, 20, 140)","(50, 54, 72)","(115, 78, 72)"
12446,18635016,"(239, 230, 219)","(17, 21, 239)","(197, 186, 175)","(15, 28, 197)","(115, 100, 89)","(13, 58, 115)"
12447,16248068,"(143, 41, 36)","(1, 191, 143)","(217, 111, 97)","(4, 141, 217)","(246, 230, 223)","(9, 24, 246)"
12448,22510983,"(183, 218, 232)","(99, 54, 232)","(216, 114, 113)","(0, 122, 216)","(86, 96, 107)","(106, 50, 107)"
12449,18692431,"(249, 250, 250)","(90, 1, 250)","(162, 177, 198)","(107, 46, 198)","(95, 87, 82)","(12, 35, 95)"
12450,10507293,"(215, 233, 231)","(87, 20, 233)","(98, 148, 153)","(93, 92, 153)","(23, 65, 77)","(97, 179, 77)"
12451,17453983,"(170, 73, 97)","(173, 146, 170)","(52, 33, 33)","(0, 93, 52)","(238, 217, 222)","(173, 23, 238)"
12452,22205,"(239, 218, 183)","(19, 60, 239)","(249, 245, 234)","(22, 15, 249)","(192, 154, 124)","(13, 90, 192)"
12453,1885,"(243, 241, 226)","(26, 18, 243)","(13, 11, 11)","(0, 39, 13)","(146, 123, 112)","(10, 59, 146)"
12454,18310841,"(229, 222, 218)","(11, 12, 229)","(196, 151, 136)","(8, 78, 196)","(113, 50, 44)","(3, 156, 113)"
12455,18249443,"(241, 224, 188)","(20, 56, 241)","(74, 55, 75)","(149, 68, 75)","(196, 138, 123)","(6, 95, 196)"
12456,16122034,"(231, 227, 222)","(17, 10, 231)","(159, 147, 150)","(173, 19, 159)","(67, 72, 84)","(111, 52, 84)"
12457,18168448,"(240, 236, 234)","(10, 6, 240)","(184, 165, 156)","(10, 39, 184)","(63, 34, 32)","(2, 125, 63)"
12458,17340050,"(221, 235, 233)","(86, 15, 235)","(136, 153, 153)","(90, 28, 153)","(68, 73, 74)","(95, 21, 74)"
12459,15852756,"(10, 7, 11)","(143, 93, 11)","(70, 68, 68)","(0, 7, 70)","(150, 148, 144)","(20, 10, 150)"
12460,17689281,"(219, 197, 176)","(15, 50, 219)","(143, 103, 105)","(179, 71, 143)","(44, 32, 48)","(143, 85, 48)"
12461,17800786,"(110, 94, 76)","(16, 79, 110)","(15, 13, 11)","(15, 68, 15)","(198, 187, 174)","(16, 31, 198)"
12462,13561164,"(29, 29, 28)","(30, 9, 29)","(93, 88, 82)","(16, 30, 93)","(205, 195, 188)","(12, 21, 205)"
12463,17316075,"(38, 17, 46)","(142, 161, 46)","(132, 85, 115)","(161, 91, 132)","(220, 181, 201)","(165, 45, 220)"
12464,17202452,"(194, 152, 137)","(8, 75, 194)","(238, 224, 221)","(5, 18, 238)","(66, 40, 37)","(3, 112, 66)"
12465,11505797,"(218, 220, 226)","(113, 9, 226)","(43, 54, 61)","(102, 75, 61)","(127, 138, 149)","(105, 38, 149)"
12466,10818853,"(29, 40, 49)","(104, 104, 49)","(194, 211, 217)","(98, 27, 217)","(94, 121, 135)","(100, 77, 135)"
12467,18073140,"(209, 217, 176)","(36, 48, 217)","(138, 150, 101)","(37, 83, 150)","(52, 64, 39)","(44, 100, 64)"
12468,12286734,"(233, 204, 196)","(6, 40, 233)","(134, 120, 153)","(133, 55, 153)","(43, 37, 37)","(0, 36, 43)"
12469,13351120,"(167, 132, 94)","(16, 111, 167)","(222, 204, 180)","(17, 48, 222)","(47, 34, 22)","(14, 136, 47)"
12470,9279734,"(236, 236, 236)","(0, 0, 236)","(160, 164, 160)","(60, 6, 164)","(73, 80, 74)","(64, 22, 80)"
12471,6345692,"(211, 187, 223)","(140, 41, 223)","(43, 45, 61)","(117, 75, 61)","(138, 127, 131)","(169, 20, 138)"
12472,12805465,"(218, 208, 221)","(143, 15, 221)","(28, 18, 33)","(140, 116, 33)","(157, 121, 129)","(173, 58, 157)"
12473,7129588,"(236, 213, 193)","(14, 46, 236)","(200, 164, 140)","(12, 76, 200)","(115, 101, 97)","(7, 40, 115)"
12474,15810499,"(232, 231, 231)","(0, 1, 232)","(149, 152, 159)","(111, 16, 159)","(18, 19, 18)","(60, 13, 19)"
12475,35263129,"(15, 25, 32)","(102, 135, 32)","(102, 80, 109)","(143, 68, 109)","(169, 199, 210)","(98, 50, 210)"
12476,35883157,"(17, 17, 15)","(30, 30, 17)","(106, 110, 102)","(45, 19, 110)","(202, 203, 170)","(31, 41, 203)"
12477,35101031,"(161, 90, 43)","(12, 187, 161)","(75, 32, 13)","(9, 211, 75)","(230, 191, 152)","(15, 86, 230)"
12478,35435267,"(132, 144, 198)","(115, 85, 198)","(230, 232, 243)","(115, 14, 243)","(36, 44, 85)","(115, 147, 85)"
12479,30364779,"(31, 26, 22)","(13, 74, 31)","(200, 196, 185)","(22, 19, 200)","(114, 109, 98)","(21, 36, 114)"
12480,28497297,"(71, 38, 30)","(6, 147, 71)","(196, 145, 83)","(16, 147, 196)","(248, 241, 227)","(20, 22, 248)"
12481,34462101,"(35, 29, 19)","(19, 117, 35)","(131, 105, 84)","(13, 91, 131)","(196, 185, 169)","(18, 35, 196)"
12482,34093960,"(56, 72, 85)","(103, 87, 85)","(107, 128, 143)","(102, 64, 143)","(180, 188, 190)","(96, 13, 190)"
12483,30814007,"(242, 235, 228)","(15, 15, 242)","(179, 160, 149)","(11, 43, 179)","(83, 71, 65)","(10, 55, 83)"
12484,33280694,"(64, 59, 51)","(18, 52, 64)","(145, 126, 100)","(17, 79, 145)","(216, 217, 209)","(34, 9, 217)"
12485,31689689,"(186, 186, 188)","(120, 3, 188)","(72, 84, 99)","(107, 70, 99)","(182, 128, 94)","(12, 123, 182)"
12486,29430750,"(227, 214, 191)","(19, 40, 227)","(170, 137, 114)","(12, 84, 170)","(65, 51, 36)","(16, 114, 65)"
12487,23558250,"(20, 13, 14)","(176, 89, 20)","(197, 186, 183)","(6, 18, 197)","(125, 97, 90)","(6, 71, 125)"
12488,30821598,"(7, 167, 102)","(78, 244, 167)","(124, 182, 148)","(72, 81, 182)","(228, 234, 216)","(40, 20, 234)"
12489,23155382,"(128, 122, 108)","(21, 40, 128)","(25, 20, 16)","(13, 92, 25)","(218, 213, 204)","(19, 16, 218)"
12490,31950854,"(56, 38, 26)","(12, 137, 56)","(135, 106, 85)","(13, 94, 135)","(196, 183, 171)","(14, 33, 196)"
12491,25784634,"(48, 40, 51)","(142, 55, 51)","(102, 87, 89)","(176, 38, 102)","(180, 161, 146)","(13, 48, 180)"
12492,32471483,"(202, 214, 221)","(101, 22, 221)","(52, 63, 103)","(114, 126, 103)","(99, 121, 164)","(110, 101, 164)"
12493,32920009,"(237, 228, 212)","(19, 27, 237)","(180, 154, 130)","(14, 71, 180)","(91, 68, 54)","(11, 104, 91)"
12494,29553199,"(242, 241, 241)","(0, 1, 242)","(52, 52, 52)","(0, 0, 52)","(154, 142, 149)","(163, 20, 154)"
12495,25404499,"(18, 14, 13)","(6, 71, 18)","(65, 58, 55)","(9, 39, 65)","(154, 143, 134)","(14, 33, 154)"
12496,31195675,"(160, 124, 78)","(17, 131, 160)","(41, 37, 21)","(24, 124, 41)","(248, 237, 208)","(22, 41, 248)"
12497,29536941,"(153, 120, 94)","(13, 98, 153)","(46, 29, 21)","(10, 139, 46)","(230, 229, 222)","(26, 9, 230)"
12498,25842991,"(41, 34, 32)","(7, 56, 41)","(113, 97, 95)","(3, 41, 113)","(179, 168, 166)","(5, 19, 179)"
12499,30364774,"(24, 22, 19)","(18, 53, 24)","(95, 86, 74)","(17, 56, 95)","(197, 187, 173)","(18, 31, 197)"
12500,25817470,"(95, 135, 191)","(108, 128, 191)","(41, 90, 153)","(107, 187, 153)","(246, 243, 245)","(160, 3, 246)"
12501,28490317,"(45, 39, 29)","(19, 91, 45)","(113, 92, 64)","(17, 111, 113)","(194, 170, 137)","(17, 75, 194)"
12502,32184585,"(46, 27, 17)","(10, 161, 46)","(106, 74, 61)","(9, 108, 106)","(163, 159, 138)","(25, 39, 163)"
12503,31201941,"(181, 248, 228)","(81, 69, 248)","(20, 10, 18)","(156, 128, 20)","(178, 75, 104)","(172, 148, 178)"
12504,27384973,"(96, 115, 143)","(108, 84, 143)","(150, 159, 171)","(107, 31, 171)","(214, 216, 220)","(110, 7, 220)"
12505,28807263,"(80, 51, 92)","(141, 114, 92)","(153, 125, 151)","(152, 47, 153)","(209, 205, 218)","(129, 15, 218)"
12506,22297294,"(235, 136, 44)","(14, 207, 235)","(115, 78, 43)","(15, 160, 115)","(237, 201, 156)","(17, 87, 237)"
12507,20818091,"(90, 77, 76)","(2, 40, 90)","(25, 21, 22)","(173, 41, 25)","(134, 147, 166)","(108, 49, 166)"
12508,30750175,"(252, 239, 224)","(16, 28, 252)","(185, 130, 84)","(14, 139, 185)","(41, 27, 20)","(10, 131, 41)"
12509,29075684,"(246, 245, 247)","(135, 2, 247)","(223, 115, 130)","(176, 124, 223)","(138, 177, 243)","(109, 110, 243)"
12510,29862883,"(154, 80, 142)","(155, 123, 154)","(195, 191, 157)","(27, 50, 195)","(45, 36, 30)","(12, 85, 45)"
12511,29317012,"(27, 31, 47)","(114, 109, 47)","(229, 230, 233)","(113, 4, 233)","(143, 142, 148)","(125, 10, 148)"
12512,29827939,"(9, 96, 169)","(104, 241, 169)","(197, 128, 95)","(10, 132, 197)","(126, 179, 221)","(103, 110, 221)"
12513,29951622,"(30, 28, 55)","(122, 125, 55)","(208, 204, 220)","(128, 19, 220)","(100, 87, 108)","(139, 50, 108)"
12514,30038358,"(143, 170, 196)","(105, 69, 196)","(101, 68, 98)","(153, 83, 101)","(211, 206, 213)","(141, 8, 213)"
12515,29216749,"(196, 186, 176)","(15, 26, 196)","(141, 85, 83)","(1, 105, 141)","(39, 29, 34)","(165, 65, 39)"
12516,27402172,"(106, 102, 125)","(125, 47, 125)","(170, 170, 186)","(120, 22, 186)","(43, 39, 55)","(128, 74, 55)"
12517,27774359,"(23, 28, 27)","(84, 46, 28)","(95, 111, 112)","(92, 39, 112)","(183, 202, 202)","(90, 24, 202)"
12518,29853107,"(183, 96, 53)","(10, 181, 183)","(59, 33, 19)","(11, 173, 59)","(237, 208, 159)","(19, 84, 237)"
12519,27876307,"(15, 9, 12)","(165, 102, 15)","(79, 49, 57)","(172, 97, 79)","(149, 172, 188)","(102, 53, 188)"
12520,29397223,"(199, 198, 198)","(0, 1, 199)","(43, 42, 41)","(15, 12, 43)","(127, 125, 125)","(0, 4, 127)"
12521,28580293,"(29, 34, 31)","(72, 38, 34)","(176, 185, 188)","(98, 16, 188)","(200, 129, 72)","(13, 163, 200)"
12522,26174733,"(83, 75, 139)","(124, 117, 139)","(138, 135, 176)","(122, 59, 176)","(233, 233, 239)","(120, 6, 239)"
12523,25738929,"(242, 244, 243)","(75, 2, 244)","(197, 159, 138)","(11, 76, 197)","(75, 74, 72)","(20, 10, 75)"
12524,28459278,"(117, 37, 29)","(3, 192, 117)","(11, 4, 4)","(0, 162, 11)","(208, 204, 204)","(0, 5, 208)"
12525,25739091,"(186, 195, 192)","(80, 12, 195)","(95, 111, 133)","(107, 73, 133)","(44, 39, 31)","(18, 75, 44)"
12526,27011392,"(238, 214, 177)","(18, 65, 238)","(197, 152, 97)","(17, 129, 197)","(88, 80, 66)","(19, 64, 88)"
12527,28365986,"(11, 14, 15)","(98, 68, 15)","(212, 216, 216)","(90, 5, 216)","(108, 115, 115)","(90, 16, 115)"
12528,25588661,"(60, 42, 34)","(9, 111, 60)","(179, 121, 86)","(11, 132, 179)","(183, 220, 213)","(84, 43, 220)"
12529,27260565,"(252, 249, 246)","(15, 6, 252)","(138, 91, 80)","(6, 107, 138)","(210, 178, 153)","(13, 69, 210)"
12530,27411786,"(15, 40, 20)","(66, 159, 40)","(93, 126, 97)","(64, 67, 126)","(181, 203, 177)","(55, 33, 203)"
12531,25197119,"(13, 9, 7)","(10, 118, 13)","(128, 106, 94)","(11, 68, 128)","(219, 214, 212)","(9, 8, 219)"
12532,25346666,"(228, 233, 232)","(84, 5, 233)","(202, 152, 110)","(14, 116, 202)","(126, 77, 51)","(10, 152, 126)"
12533,26162169,"(160, 121, 127)","(175, 62, 160)","(216, 198, 185)","(13, 37, 216)","(86, 50, 74)","(160, 107, 86)"
12534,26210226,"(91, 149, 157)","(94, 107, 157)","(16, 16, 20)","(120, 51, 20)","(174, 18, 34)","(177, 229, 174)"
12535,25854070,"(227, 223, 220)","(13, 8, 227)","(200, 178, 165)","(11, 45, 200)","(136, 101, 90)","(7, 86, 136)"
12536,23198876,"(246, 246, 247)","(120, 1, 247)","(165, 145, 152)","(170, 31, 165)","(65, 32, 36)","(176, 129, 65)"
12537,26981974,"(21, 76, 130)","(105, 214, 130)","(216, 198, 183)","(14, 39, 216)","(2, 3, 4)","(105, 128, 4)"
12538,26848899,"(28, 43, 62)","(107, 140, 62)","(200, 219, 229)","(100, 32, 229)","(115, 137, 144)","(97, 51, 144)"
12539,18938929,"(151, 45, 52)","(178, 179, 151)","(78, 19, 17)","(1, 199, 78)","(205, 124, 91)","(9, 142, 205)"
12540,15928972,"(239, 239, 236)","(30, 3, 239)","(105, 101, 90)","(22, 36, 105)","(179, 177, 165)","(26, 20, 179)"
12541,24737399,"(192, 197, 205)","(108, 16, 205)","(118, 129, 137)","(103, 35, 137)","(43, 43, 47)","(120, 22, 47)"
12542,18754176,"(145, 146, 146)","(90, 2, 146)","(214, 214, 214)","(0, 0, 214)","(49, 53, 52)","(83, 19, 53)"
12543,25422386,"(178, 164, 146)","(17, 46, 178)","(211, 203, 192)","(17, 23, 211)","(120, 107, 90)","(17, 64, 120)"
12544,25611509,"(52, 16, 13)","(2, 191, 52)","(149, 179, 171)","(82, 43, 179)","(66, 124, 122)","(89, 119, 124)"
12545,18460726,"(116, 120, 77)","(33, 91, 120)","(162, 168, 112)","(33, 85, 168)","(51, 59, 36)","(40, 99, 59)"
12546,25657647,"(11, 7, 7)","(0, 93, 11)","(119, 106, 78)","(20, 88, 119)","(207, 197, 173)","(21, 42, 207)"
12547,22396453,"(159, 161, 143)","(33, 29, 161)","(69, 73, 69)","(60, 14, 73)","(5, 115, 115)","(90, 244, 115)"
12548,25157943,"(65, 49, 40)","(11, 98, 65)","(157, 113, 69)","(15, 143, 157)","(222, 193, 139)","(20, 95, 222)"
12549,25376011,"(230, 226, 209)","(24, 23, 230)","(143, 112, 111)","(1, 57, 143)","(59, 35, 44)","(169, 104, 59)"
12550,25686352,"(124, 95, 90)","(4, 70, 124)","(41, 41, 48)","(120, 37, 48)","(206, 185, 129)","(22, 95, 206)"
12551,25650078,"(42, 41, 40)","(15, 12, 42)","(146, 122, 98)","(15, 84, 146)","(196, 191, 185)","(16, 14, 196)"
12552,22609089,"(241, 230, 214)","(18, 29, 241)","(175, 137, 110)","(12, 95, 175)","(61, 38, 34)","(4, 113, 61)"
12553,25033777,"(19, 16, 21)","(138, 61, 21)","(75, 71, 79)","(135, 26, 79)","(140, 145, 152)","(108, 20, 152)"
12554,22718685,"(79, 88, 92)","(99, 36, 92)","(35, 29, 27)","(8, 58, 35)","(173, 168, 146)","(24, 40, 173)"
12555,10506237,"(77, 14, 4)","(4, 242, 77)","(203, 70, 19)","(8, 231, 203)","(241, 189, 135)","(15, 112, 241)"
12556,20896313,"(244, 225, 193)","(19, 53, 244)","(181, 156, 113)","(19, 96, 181)","(77, 61, 39)","(17, 126, 77)"
12557,24295489,"(149, 128, 119)","(9, 51, 149)","(224, 212, 203)","(13, 24, 224)","(36, 15, 21)","(171, 149, 36)"
12558,25138086,"(244, 244, 243)","(30, 1, 244)","(196, 174, 160)","(12, 47, 196)","(120, 113, 106)","(15, 30, 120)"
12559,24236117,"(36, 40, 34)","(50, 38, 40)","(118, 135, 104)","(46, 59, 135)","(202, 206, 195)","(41, 14, 206)"
12560,24235463,"(15, 11, 9)","(10, 102, 15)","(110, 51, 39)","(5, 165, 110)","(180, 126, 105)","(8, 106, 180)"
12561,24974932,"(33, 21, 19)","(4, 108, 33)","(139, 100, 86)","(8, 97, 139)","(228, 215, 209)","(9, 21, 228)"
12562,23126227,"(247, 245, 243)","(15, 4, 247)","(113, 90, 80)","(9, 74, 113)","(193, 168, 160)","(7, 44, 193)"
12563,21469091,"(223, 204, 200)","(5, 26, 223)","(53, 44, 32)","(17, 101, 53)","(135, 125, 111)","(18, 45, 135)"
12564,18841797,"(51, 28, 22)","(6, 145, 51)","(244, 221, 210)","(10, 36, 244)","(159, 115, 101)","(7, 93, 159)"
12565,20425512,"(4, 4, 4)","(0, 0, 4)","(67, 67, 67)","(0, 0, 67)","(157, 157, 157)","(0, 0, 157)"
12566,23110300,"(243, 248, 249)","(95, 6, 249)","(146, 180, 191)","(97, 60, 191)","(46, 89, 120)","(103, 157, 120)"
12567,23312554,"(234, 236, 237)","(100, 3, 237)","(51, 63, 71)","(102, 72, 71)","(152, 162, 169)","(102, 26, 169)"
12568,20522718,"(9, 11, 24)","(116, 159, 24)","(86, 74, 76)","(175, 36, 86)","(196, 195, 198)","(130, 4, 198)"
12569,23775601,"(47, 47, 39)","(30, 43, 47)","(120, 115, 96)","(24, 51, 120)","(208, 196, 172)","(20, 44, 208)"
12570,24520101,"(140, 41, 43)","(179, 180, 140)","(25, 20, 19)","(5, 61, 25)","(191, 173, 165)","(9, 35, 191)"
12571,17701830,"(250, 246, 249)","(158, 4, 250)","(115, 55, 111)","(152, 133, 115)","(199, 153, 161)","(175, 59, 199)"
12572,22313668,"(244, 240, 240)","(0, 4, 244)","(189, 175, 173)","(4, 22, 189)","(109, 65, 76)","(172, 103, 109)"
12573,12156759,"(44, 27, 40)","(157, 99, 44)","(123, 86, 81)","(4, 87, 123)","(209, 165, 146)","(9, 77, 209)"
12574,23358161,"(148, 130, 95)","(20, 91, 148)","(222, 191, 151)","(17, 82, 222)","(62, 56, 44)","(20, 74, 62)"
12575,23944818,"(9, 5, 2)","(13, 198, 9)","(137, 104, 77)","(14, 112, 137)","(207, 200, 198)","(7, 11, 207)"
12576,17901475,"(156, 154, 154)","(0, 3, 156)","(213, 213, 212)","(30, 1, 213)","(66, 59, 60)","(176, 27, 66)"
12577,22913988,"(215, 209, 196)","(21, 23, 215)","(64, 49, 38)","(13, 104, 64)","(176, 150, 123)","(15, 77, 176)"
12578,22609504,"(10, 13, 15)","(102, 85, 15)","(62, 80, 90)","(101, 79, 90)","(192, 179, 155)","(19, 49, 192)"
12579,22881309,"(212, 212, 211)","(30, 1, 212)","(148, 135, 108)","(20, 69, 148)","(50, 51, 53)","(110, 14, 53)"
12580,22468747,"(40, 32, 31)","(3, 57, 40)","(159, 113, 87)","(11, 115, 159)","(216, 188, 162)","(14, 64, 216)"
12581,22663606,"(115, 141, 143)","(92, 50, 143)","(171, 193, 197)","(95, 34, 197)","(23, 29, 29)","(90, 53, 29)"
12582,23579352,"(26, 21, 22)","(174, 49, 26)","(90, 112, 111)","(89, 50, 112)","(187, 199, 195)","(80, 15, 199)"
12583,18776908,"(243, 241, 228)","(26, 16, 243)","(194, 181, 159)","(19, 46, 194)","(84, 71, 54)","(17, 91, 84)"
12584,22468702,"(28, 27, 29)","(135, 18, 29)","(111, 97, 86)","(13, 57, 111)","(214, 194, 174)","(15, 48, 214)"
12585,23242668,"(225, 228, 223)","(48, 6, 228)","(171, 147, 130)","(12, 61, 171)","(111, 66, 54)","(6, 131, 111)"
12586,19275709,"(60, 36, 26)","(9, 145, 60)","(166, 115, 72)","(14, 144, 166)","(223, 204, 182)","(16, 47, 223)"
12587,23250029,"(33, 32, 22)","(27, 85, 33)","(138, 94, 91)","(2, 87, 138)","(220, 181, 172)","(6, 56, 220)"
12588,18679470,"(35, 25, 26)","(177, 73, 35)","(88, 83, 82)","(5, 17, 88)","(149, 138, 140)","(175, 19, 149)"
12589,18713135,"(246, 241, 229)","(21, 18, 246)","(222, 181, 171)","(6, 59, 222)","(163, 95, 91)","(2, 113, 163)"
12590,20640755,"(239, 240, 241)","(105, 2, 241)","(183, 135, 124)","(6, 82, 183)","(47, 30, 30)","(0, 92, 47)"
12591,22857416,"(222, 226, 217)","(43, 10, 226)","(76, 54, 48)","(6, 94, 76)","(140, 150, 130)","(45, 34, 150)"
12592,21399149,"(27, 17, 11)","(11, 151, 27)","(150, 94, 64)","(10, 146, 150)","(214, 175, 145)","(13, 82, 214)"
12593,23388192,"(20, 20, 20)","(0, 0, 20)","(75, 82, 96)","(110, 56, 96)","(157, 157, 158)","(120, 2, 158)"
12594,18079167,"(49, 40, 40)","(0, 47, 49)","(131, 92, 89)","(2, 82, 131)","(206, 183, 167)","(12, 48, 206)"
12595,22763272,"(25, 17, 14)","(8, 112, 25)","(132, 99, 81)","(11, 99, 132)","(221, 191, 176)","(10, 52, 221)"
12596,22907530,"(211, 198, 189)","(12, 27, 211)","(12, 10, 9)","(10, 64, 12)","(117, 93, 82)","(9, 76, 117)"
12597,20757521,"(37, 30, 28)","(7, 62, 37)","(134, 86, 86)","(0, 91, 134)","(207, 202, 200)","(9, 9, 207)"
12598,22701480,"(226, 226, 199)","(30, 30, 226)","(150, 142, 111)","(24, 66, 150)","(101, 72, 31)","(18, 177, 101)"
12599,11292786,"(48, 36, 30)","(10, 96, 48)","(119, 98, 88)","(10, 66, 119)","(195, 179, 175)","(6, 26, 195)"
12600,20757528,"(173, 158, 144)","(14, 43, 173)","(101, 91, 86)","(10, 38, 101)","(212, 203, 198)","(11, 17, 212)"
12601,23002756,"(14, 14, 16)","(120, 32, 16)","(87, 89, 97)","(114, 26, 97)","(156, 157, 163)","(116, 11, 163)"
12602,17930773,"(64, 40, 25)","(12, 155, 64)","(141, 106, 84)","(12, 103, 141)","(219, 190, 165)","(14, 63, 219)"
12603,20945757,"(233, 214, 233)","(150, 21, 233)","(192, 159, 197)","(146, 49, 197)","(103, 75, 136)","(134, 114, 136)"
12604,20455344,"(18, 11, 9)","(7, 128, 18)","(235, 228, 221)","(15, 15, 235)","(132, 87, 62)","(11, 135, 132)"
12605,22859196,"(167, 192, 221)","(106, 62, 221)","(5, 16, 33)","(108, 216, 33)","(59, 90, 132)","(107, 141, 132)"
12606,18624367,"(251, 250, 250)","(0, 1, 251)","(185, 10, 44)","(174, 241, 185)","(45, 37, 38)","(176, 45, 45)"
12607,22368069,"(71, 123, 109)","(82, 108, 123)","(180, 198, 174)","(53, 31, 198)","(220, 198, 97)","(25, 143, 220)"
12608,18295852,"(9, 11, 12)","(100, 64, 12)","(212, 216, 216)","(90, 5, 216)","(108, 137, 144)","(96, 64, 144)"
12609,22034261,"(120, 132, 101)","(42, 60, 132)","(174, 183, 152)","(39, 43, 183)","(66, 77, 51)","(43, 86, 77)"
12610,22391696,"(28, 22, 14)","(17, 128, 28)","(115, 93, 68)","(16, 104, 115)","(214, 202, 189)","(16, 30, 214)"
12611,18656446,"(246, 243, 240)","(15, 6, 246)","(123, 82, 63)","(10, 124, 123)","(32, 21, 19)","(5, 104, 32)"
12612,20950181,"(15, 14, 18)","(128, 57, 18)","(84, 75, 93)","(135, 49, 93)","(156, 152, 163)","(131, 17, 163)"
12613,20872079,"(11, 7, 9)","(165, 93, 11)","(97, 69, 80)","(168, 74, 97)","(186, 170, 175)","(171, 22, 186)"
12614,18627715,"(113, 64, 54)","(5, 133, 113)","(216, 164, 125)","(13, 107, 216)","(10, 235, 238)","(90, 244, 238)"
12615,18590125,"(234, 233, 233)","(0, 1, 234)","(64, 63, 63)","(0, 4, 64)","(148, 142, 142)","(0, 10, 148)"
12616,20723588,"(25, 15, 17)","(174, 102, 25)","(77, 68, 69)","(177, 30, 77)","(171, 169, 169)","(0, 3, 171)"
12617,16692604,"(232, 217, 160)","(24, 79, 232)","(150, 164, 171)","(100, 31, 171)","(119, 99, 67)","(18, 111, 119)"
12618,20628400,"(246, 237, 231)","(12, 16, 246)","(210, 157, 129)","(10, 98, 210)","(42, 33, 42)","(150, 55, 42)"
12619,17829279,"(169, 126, 108)","(9, 92, 169)","(230, 232, 215)","(34, 19, 232)","(27, 25, 22)","(18, 47, 27)"
12620,17228280,"(211, 232, 237)","(96, 28, 237)","(200, 197, 159)","(28, 52, 200)","(122, 98, 95)","(3, 56, 122)"
12621,18247525,"(87, 55, 88)","(149, 96, 88)","(180, 112, 97)","(5, 118, 180)","(225, 224, 225)","(150, 1, 225)"
12622,18465591,"(236, 219, 66)","(27, 184, 236)","(60, 72, 54)","(50, 64, 72)","(177, 156, 128)","(17, 71, 177)"
12623,17302292,"(235, 231, 230)","(6, 5, 235)","(187, 172, 183)","(158, 20, 187)","(111, 99, 120)","(137, 45, 120)"
12624,17924251,"(19, 19, 19)","(0, 0, 19)","(111, 111, 111)","(0, 0, 111)","(140, 4, 5)","(0, 248, 140)"
12625,18360175,"(70, 32, 21)","(7, 178, 70)","(247, 244, 242)","(12, 5, 247)","(150, 109, 92)","(9, 99, 150)"
12626,18781329,"(28, 26, 28)","(150, 18, 28)","(97, 88, 86)","(5, 29, 97)","(204, 184, 164)","(15, 50, 204)"
12627,17934380,"(47, 38, 41)","(170, 49, 47)","(128, 112, 120)","(165, 32, 128)","(220, 214, 217)","(165, 7, 220)"
12628,12710106,"(20, 13, 14)","(176, 89, 20)","(97, 64, 59)","(4, 100, 97)","(177, 134, 126)","(5, 73, 177)"
12629,18773407,"(45, 37, 37)","(0, 45, 45)","(187, 184, 184)","(0, 4, 187)","(101, 94, 94)","(0, 18, 101)"
12630,17305049,"(5, 5, 5)","(0, 0, 5)","(232, 232, 232)","(0, 0, 232)","(110, 111, 111)","(90, 2, 111)"
12631,16249388,"(19, 45, 72)","(105, 188, 72)","(33, 129, 189)","(102, 210, 189)","(211, 194, 187)","(9, 29, 211)"
12632,17798649,"(235, 235, 236)","(120, 1, 236)","(194, 183, 175)","(13, 25, 194)","(136, 120, 115)","(7, 39, 136)"
12633,17700828,"(239, 220, 222)","(177, 20, 239)","(176, 129, 153)","(165, 68, 176)","(79, 34, 72)","(155, 145, 79)"
12634,17560224,"(245, 244, 243)","(15, 2, 245)","(30, 28, 27)","(10, 26, 30)","(141, 132, 128)","(9, 24, 141)"
12635,18406008,"(15, 14, 15)","(150, 17, 15)","(89, 96, 95)","(86, 19, 96)","(201, 186, 179)","(10, 28, 201)"
12636,8379374,"(30, 13, 10)","(5, 170, 30)","(167, 50, 37)","(3, 198, 167)","(233, 145, 62)","(15, 187, 233)"
